Feature ID	Taxon
HL282161.1.1357	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__unidentified
X86070.1.1429	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Acidovorax; s__unidentified
JN377653.1.1410	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Roseomonas; s__Roseomonas_frigidaquae
KY625500.1.1212	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
JN088203.1.1352	d__Bacteria; p__Firmicutes; c__BRH-c20a; o__BRH-c20a; f__BRH-c20a; g__BRH-c20a; s__Clostridia_bacterium
AB000278.1.1410	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Photobacterium; s__Photobacterium_iliopiscarium
LC052336.1.1810	d__Eukaryota; p__Nematozoa; c__Enoplea; o__Dorylaimia; f__Trichocephalida; g__Trichocephalida; s__Baruscapillaria_obsignata
JN175342.1.1527	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Tatumella; s__Tatumella_punctata
JN243352.1.1324	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Nocardia; s__Nocardia_sp.
GU295202.1.1779	d__Eukaryota; p__Alveolata; c__Alveolata; o__Alveolata; f__Alveolata; g__Alveolata; s__Amphidinium_mootonorum
JN049458.1.1459	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__actinobacterium_ZXY009
KY859764.1.1726	d__Eukaryota; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida; s__Acartia_hudsonica
JN049475.1.1470	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Nocardiopsaceae; g__Nocardiopsis; s__actinobacterium_ZXY026
AF542231.1.1414	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Parvimonas; s__Parvimonas_micra
L76356.1.1786	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Otobius_megnini
L37037.1.1803	d__Eukaryota; p__Apusomonadidae; c__Apusomonadidae; o__Apusomonadidae; f__Apusomonadidae; g__Apusomonas; s__Apusomonas_proboscidea
MF033111.1.1663	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Dinophyceae; f__Dinophyceae; g__Dinophyceae; s__Azadinium_zhuanum
AY952402.1.1769	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Liliopsida; f__Poales; g__Eriocaulon; s__Eriocaulon_aquaticum
KJ512176.90353.91841	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Viscum_minimum
JQ798542.1.1682	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Heteroxenotrichula_squamosa
JN128640.1.1451	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Levilactobacillus; s__Lactobacillus_yonginensis
KJ463434.1.1511	d__Eukaryota; p__Diatomea; c__Coscinodiscophytina; o__Fragilariales; f__Fragilariales; g__Licmophora; s__Amphora_laevissima
JN104058.1.1420	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_sp.
HG764149.1.1459	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Arsenophonus; s__Arsenophonus_sp.
JN228275.1.1459	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
JN084135.1.1434	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_viridiflava
JN406504.1.1364	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_viridiflava
KY636360.1.1473	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__Stenotrophomonas_sp.
JN408293.1.1481	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium_neimengense
JN408680.1.1509	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfocella; s__Desulfocella_sp.
LC019989.1.1773	d__Eukaryota; p__Annelida; c__Polychaeta; o__Spionida; f__Spionida; g__Spionida; s__Pseudopolydora_achaeta
JN411431.1.1356	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
JN196524.1.1269	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Halomicrobiaceae; g__Natronomonas; s__Natronomonas_sp.
KY911213.1.1877	d__Eukaryota; p__Arthropoda; c__Insecta; o__Hemiptera; f__Hemiptera; g__Hemiptera; s__Galgupha_australis
JN215514.1.1465	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_licheniformis
JN408745.1.1509	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
JN112376.1.1433	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
JN180215.1.1463	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_bungoensis
JN566018.1.1365	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_lydicus
JN052146.1.1326	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_chibensis
L12434.1.1804	d__Eukaryota; p__Tunicata; c__Ascidiacea; o__Stolidobranchia; f__Stolidobranchia; g__Stolidobranchia; s__Molgula_provisionalis
KY922149.1.2048	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Tydeidae_gen.
AF539760.1.1481	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Winogradskyella; s__Bacteroidetes_bacterium
JN180171.1.1438	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Mumia; s__Nocardioidaceae_bacterium
L33450.1.1817	d__Eukaryota; p__Mollusca; c__Bivalvia; o__Mytiloida; f__Mytiloida; g__Mytiloida; s__Geukensia_demissa
JN411093.1.1459	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_zeshuii
JN377663.1.1585	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_sp.
JN242805.1.1338	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas; s__Candidatus_Halomonas
AF537601.1.1468	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_mucifaciens
KR607492.1.1715	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlamydomonadales; f__Chlamydomonadales; g__Characium; s__Characium_acuminatum
JN380992.1.1362	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__Legionella_sp.
AF539758.1.1477	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Zobellia; s__Cellulophaga_sp.
JN187420.1.1492	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
KU221059.1.1272	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__Achromobacter_insolitus
KY911214.1.1867	d__Eukaryota; p__Arthropoda; c__Insecta; o__Hemiptera; f__Hemiptera; g__Hemiptera; s__Thyreocoris_scarabaeoides
JQ798561.1.1714	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Chaetonotus_cf.
JN392019.1.1492	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
AB007415.1.1456	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium_lacticum
AB003623.1.1452	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Roseateles; s__Roseateles_depolymerans
AY929372.1.1770	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Zygophyllales; f__Zygophyllales; g__Larrea; s__Larrea_tridentata
AF529063.1.1484	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__Nocardioides_aquiterrae
KJ569775.16897.18333	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Cyanidiaceae_sp.
KY623391.1.1418	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__Chryseobacterium_sp.
KY646020.1.1539	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_amyloliquefaciens
KY857824.1.1808	d__Eukaryota; p__Centrohelida; c__Centrohelida; o__Centrohelida; f__Heterophryidae; g__Chlamydaster; s__Chlamydaster_sterni
JN185438.1.1482	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__Escherichia_coli
JN215522.1.1494	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_licheniformis
L81938.1.1832	d__Eukaryota; p__Arthropoda; c__Maxillopoda; o__Harpacticoida; f__Harpacticoida; g__Harpacticoida; s__Cancrincola_plumipes
JN374993.1.1282	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Alcaligenes; s__Alcaligenes_sp.
JN208201.1.1488	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Enterobacter; s__Enterobacter_sp.
AP012495.921929.923479	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Synechocystis_sp.
JN093116.1.1442	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Shewanellaceae; g__Shewanella; s__Shewanella_sp.
JN408739.1.1471	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
AF550634.1.1417	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_lari
HG738135.1.1440	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__Chryseobacterium_zeae
AY952405.1.1669	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Liliopsida; f__Alismatales; g__Caldesia; s__Caldesia_oligococca
AB003920.1.1565	d__Eukaryota; p__Parabasalia; c__Trichonymphea; o__Trichonymphea; f__Trichonymphea; g__Trichonympha; s__Trichonympha_agilis
AB002630.1.1514	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Colwelliaceae; g__Colwellia; s__Colwellia_maris
AB001442.1.1538	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_amygdali
AF537343.1.1543	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_mendelii
AY957444.1.1742	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Santalales; f__Santalales; g__Hachettea; s__Hachettea_austrocaledonica
AF533508.1.1687	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Paracaedibacterales; f__Paracaedibacteraceae; g__Candidatus_Captivus; s__Candidatus_Captivus
JN188413.1.1268	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Vibrio; s__Vibrio_alginolyticus
KY922184.1.1856	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Harpypalpoides_lesickii
KY628809.1.1449	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
JN120869.1.1528	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chromobacteriaceae; g__Chromobacterium; s__Chromobacterium_vaccinii
AY952398.1.1659	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Liliopsida; f__Alismatales; g__Hydrocharis; s__Hydrocharis_dubia
LC107647.1.1736	d__Eukaryota; p__Annelida; c__Polychaeta; o__Echiuroinea; f__Echiuroinea; g__Echiuroinea; s__Lissomyema_sp.
AB005893.1.1549	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Secundilactobacillus; s__Lactobacillus_collinoides
KY911200.1.1893	d__Eukaryota; p__Arthropoda; c__Insecta; o__Hemiptera; f__Hemiptera; g__Hemiptera; s__Canthophorus_niveimarginatus
AY952385.1.1669	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Liliopsida; f__Poales; g__Typha; s__Typha_angustifolia
GU319844.1.1756	d__Eukaryota; p__Bangiales; c__Bangiales; o__Bangiales; f__Porphyra-Pyropia; g__Porphyra-Pyropia; s__Pyropia_kanakaensis
AB002522.1.1416	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_pneumoniae
AF550631.1.1417	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_lari
HL283358.1.1352	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__unidentified
JN120802.1.1473	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Halomicrobiaceae; g__Halomicrobium; s__Halomicrobium_katesii
AY909596.1.2389	d__Eukaryota; p__Bangiales; c__Bangiales; o__Bangiales; f__Porphyra-Pyropia; g__Porphyra-Pyropia; s__Pyropia_koreana
HL283410.1.1473	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__unidentified
L26448.3.1630	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Litostomatea; f__Haptoria; g__Haptoria; s__Loxophyllum_utriculariae
KU221424.1.1392	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; s__bacterium_R44
JN210574.1.1450	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
JN175341.1.1522	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Enhydrobacter; s__Moraxella_osloensis
JN206648.1.1471	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Haloferacaceae; g__Haloplanus; s__Haloplanus_natans
JN128870.1.1441	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_thermocoerulescens
KU230304.1.1344	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Azotobacter; s__Azotobacter_salinestris
LC004911.1.1671	d__Eukaryota; p__Annelida; c__Polychaeta; o__Protodrilidae; f__Protodrilidae; g__Protodrilus; s__Protodrilus_sp.
JN196513.1.1379	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Halomicrobiaceae; g__Halorhabdus; s__Halorhabdus_sp.
HL282108.1.1362	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__[Clostridium]_methylpentosum_group; g__[Clostridium]_methylpentosum_group; s__unidentified
KY646039.1.1437	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_palleroniana
JN185668.1.1453	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pectobacteriaceae; g__Pectobacterium; s__Pectobacterium_carotovorum
AY973014.1.1714	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Cucurbitales; f__Cucurbitales; g__Gynostemma; s__Gynostemma_pentaphyllum
KJ187034.1.1794	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Incertae_Sedis; f__Incertae_Sedis; g__Ailadinium; s__Ailadinium_reticulatum
JN257084.1.1397	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Promicromonosporaceae; g__Cellulosimicrobium; s__Cellulomonas_sp.
AB006120.1.1355	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_anginosus
KY646056.1.1393	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Nitratireductor; s__Mesorhizobium_sp.
AF542517.1.1375	d__Bacteria; p__Firmicutes; c__Thermoanaerobacteria; o__Thermoanaerobacterales; f__Thermoanaerobacteraceae; g__Thermoanaerobacter; s__Thermoanaerobacter_ethanolicus
JN181252.1.1432	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Micrococcus; s__Micrococcus_sp.
KJ463444.1.1504	d__Eukaryota; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae; g__Amphora; s__Amphora_sublaevis
JN180190.1.1495	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_badius
AF534693.1.1258	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Desertifilaceae; g__Hormoscilla_SI04-45; s__Hormoscilla_spongeliae
HL281833.10.1388	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__unidentified
JN244985.1.1389	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Erythrobacter; s__Erythrobacter_sp.
KY922133.1.1750	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Micropsammus_sp.
AY909587.1.1848	d__Eukaryota; p__Bangiales; c__Bangiales; o__Bangiales; f__Porphyra-Pyropia; g__Porphyra-Pyropia; s__Pyropia_sp.
JQ798562.1.1724	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Ornamentula_paraensis
AY955008.1.1727	d__Eukaryota; p__Chlorophyta; c__Mamiellophyceae; o__Mamiellales; f__Mamiellales; g__Micromonas; s__Micromonas_pusilla
KU221447.1.1446	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__bacterium_T50
AB003934.1.1469	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Kineosporiales; f__Kineosporiaceae; g__Kineosporia; s__Kineosporia_rhamnosa
AF525306.1.1362	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__Thiorhodococcus; s__Thiorhodococcus_drewsii
KY953264.1.1621	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Piroplasmorida; f__Piroplasmorida; g__Theileria; s__Theileria_tachyglossi
KY980423.1.1678	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia; g__Strombidium; s__Strombidium_paracapitatum
AY929348.1.1778	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Celastrales; f__Celastrales; g__Mortonia; s__Mortonia_greggii
JN082732.1.1441	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter_sp.
AF539756.1.1471	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Zobellia; s__Cellulophaga_sp.
JN244989.1.1450	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
JN411454.1.1385	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_peli
JN390676.1.1301	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__Chryseobacterium_frigidisoli
GC687981.1.1359	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Dehalococcoidales; f__Dehalococcoidales_Incertae_Sedis; g__Dehalobium; s__unidentified
JN216863.1.1469	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Haloferacaceae; g__Halorubrum; s__Halorubrum_sp.
AF540000.1.1470	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Nocardiopsaceae; g__Nocardiopsis; s__Nocardiopsis_tangguensis
JN049507.1.1350	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium_avium
HG530234.1.1503	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Candidatus_Endonucleariobacter; s__Candidatus_Endonucleariobacter
AF536770.1.1454	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Xylella; s__Xylella_fastidiosa
KJ526626.22462.23858	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Gracilaria_vermiculophylla
AB004758.1.1445	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea_ananatis
JN244676.1.1324	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1; s__Clostridium_beijerinckii
JN181251.1.1429	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Cellulomonadaceae; g__Cellulomonas; s__Cellulomonas_sp.
JN366795.1.1450	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
JN393848.1.1423	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__Sporosarcina_globispora
JN227880.1.1302	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Halobacteriaceae; g__Halobacterium; s__Halobacterium_jilantaiense
HL282163.1.1264	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__unidentified
AF539784.1.1490	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Shewanellaceae; g__Shewanella; s__Alteromonadaceae_bacterium
KR706535.1.1705	d__Eukaryota; p__Compsopogonales; c__Compsopogonales; o__Compsopogonales; f__Compsopogonales; g__Compsopogon; s__Compsopogon_caeruleus
AB002661.1.1440	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
KU229977.1.1442	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leifsonia; s__Leifsonia_lichenia
JN381008.1.1363	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__Legionella_sp.
AB001443.1.1538	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_savastanoi
JN242798.1.1338	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas; s__Candidatus_Halomonas
JN157610.1.1445	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Siccibacter; s__Enterobacter_sp.
JN162677.1.1419	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_saprophyticus
AF550653.1.1415	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_concisus
KY911210.1.1898	d__Eukaryota; p__Arthropoda; c__Insecta; o__Hemiptera; f__Hemiptera; g__Hemiptera; s__Tritomegas_sexmaculatus
HG529993.1.1428	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodovulum; s__Rhodovulum_mangrovi
JN043371.1.1442	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__Achromobacter_sp.
JN257088.1.1401	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__Chryseobacterium_sp.
GU567963.6013.7518	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Puniceicoccaceae; g__MB11C04_marine_group; s__uncultured_Verrucomicrobiales
KJ635660.1.1616	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlamydomonadales; f__Chlamydomonadales; g__Oophila; s__Oophila_sp.
JN561296.1.1391	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_salivarius
